Configuration	Term	J	g	Level (cm-1)
"4f13.5s2"	"2F*"	"7/2"	8	" 0"	
"4f13.5s2"	"2F*"	"5/2"	6	"(26000)+x?"	
"4f14.5s"	"2S"	"1/2"	2	"(178000)+y?"	
"4f13.(2F*).5s.(3F*).5p"	"4G"	"9/2"	10	" 256550?"	
"4f13.(2F*).5s.(3F*).5p"	"4D"	"5/2"	6	" 367600?"	
"4f13.(2F*).5s.(1F*).5p"	"2G"	"9/2"	10	" 383000?"	
"4f13.(2F*).5s.(3F*).5p"	"2G"	"7/2"	8	" 419900+x?"	
"4f14.5p"	"2P*"	"3/2"	4	" 565000+y?"	
"W XV (4f12.5s2 3H<6>)"	"Limit"	"---"		"[2345000]"	
