Configuration	Term	J	g	Level (cm-1)
"4f13.(2F*).6s2"	"2F*"	"7/2"	8	" 0.000"	
"4f13.(2F*).6s2"	"2F*"	"5/2"	6	" 8771.243"	
"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"9/2"	10	" 13119.610"	
"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"15/2"	16	" 15271.002"	
"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"11/2"	12	" 15587.811"	
"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"17/2"	18	" 16456.913"	
"4f13.(2F*<7/2>).6s.6p.(3P*<0>)"	"(7/2,0)"	"7/2"	8	" 16742.237"	
"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"7/2"	8	" 16957.006"	
"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"7/2"	8	" 17343.374"	
"4f12.(3H<6>).5d<3/2>.6s2"	"(6,3/2)"	"13/2"	14	" 17454.818"	
"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"9/2"	10	" 17613.659"	
"4f13.(2F*<7/2>).6s.6p.(3P*<1>)"	"(7/2,1)"	"5/2"	6	" 17752.634"	
"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"15/2"	16	" 18693.074"	
"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"9/2"	10	" 18837.385"	
"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"11/2"	12	" 18853.823"	
"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"11/2"	12	" 18990.406"	
"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"3/2"	4	" 19132.245"	
"4f12.(3H<6>).5d<5/2>.6s2"	"(6,5/2)"	"13/2"	14	" 19466.663"	
"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"5/2"	6	" 19548.834"	
"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"9/2"	10	" 19748.543"	
"4f13.(2F*<7/2>).6s.6p.(3P*<2>)"	"(7/2,2)"	"7/2"	8	" 19753.830"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[3/2]*"	"5/2"	6	" 20406.840"	
"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"7/2"	8	" 21120.836"	
"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"5/2"	6	" 21161.401"	
"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"9/2"	10	" 21737.685"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[3/2]*"	"3/2"	4	" 21799.380"	
"4f12.(3F<4>).5d<3/2>.6s2"	"(4,3/2)"	"11/2"	12	" 21997.473"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[11/2]*"	"9/2"	10	" 22419.764"	
"4f12.(3H<6>).6s2.6p<1/2>"	"(6,1/2)*"	"11/2"	12	" 22468.046"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[11/2]*"	"11/2"	12	" 22559.502"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[11/2]*"	"13/2"	14	" 22742.777"	
"4f12.(3H<5>).5d<3/2>.6s2"	"(5,3/2)"	"7/2"	8	" 22791.176"	
"4f12.(3H<6>).6s2.6p<1/2>"	"(6,1/2)*"	"13/2"	14	" 22902.127"	
"4f12.(3H<5>).5d<5/2>.6s2"	""	"5/2"	6	" 22929.717"	
"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"11/2"	12	" 23309.979"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[5/2]*"	"7/2"	8	" 23335.111"	
"4f12.(3H<5>).5d<3/2>.6s2"	"(5,3/2)"	"13/2"	14	" 23374.681"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[5/2]*"	"5/2"	6	" 23431.844"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[5/2]*"	"3/2"	4	" 23574.415"	
"4f12.(3F<4>).5d<5/2>.6s2"	"(4,5/2)"	"9/2"	10	" 23781.698"	
"4f12.(3F<4>).5d<5/2>.6s2"	""	"7/2"	8	" 23873.207"	
"4f12.(3F<4>).5d<5/2>.6s2"	""	"3/2"	4	" 23882.41"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[7/2]*"	"9/2"	10	" 23941.071"	
"4f12.(3F<4>).5d<5/2>.6s2"	""	"13/2"	14	" 24137.196"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[3/2]*"	"1/2"	2	" 24160.63"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[9/2]*"	"7/2"	8	" 24246.425"	
"4f12.(3H<5>).5d<3/2>.6s2"	"(5,3/2)"	"9/2"	10	" 24348.692"	
"4f13.(2F*<7/2>).6s.6p.(1P*<1>)"	"(7/2,1)"	"5/2"	6	" 24418.018"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[7/2]*"	"5/2"	6	" 24611.303"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[9/2]*"	"9/2"	10	" 24701.058"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[7/2]*"	"7/2"	8	" 24708.041"	
"4f13.(2F*<7/2>).5d.6s.(3D)"	"3[9/2]*"	"11/2"	12	" 24957.469"	
"4f12.(3H<5>).5d<5/2>.6s2"	"(5,5/2)"	"15/2"	16	" 25130.453"	
"4f13.(2F*<7/2>).5d.6s.(1D)"	"1[3/2]*"	"3/2"	4	" 25207.732"	
"4f12.(3H<5>).5d<3/2>.6s2"	"(5,3/2)"	"11/2"	12	" 25488.545"	
"4f13.(2F*<7/2>).5d.6s.(1D)"	"1[11/2]*"	"11/2"	12	" 25520.987"	
"4f12.(3H<6>).6s2.6p<3/2>"	"(6,3/2)*"	"15/2"	16	" 25536.116"	
"4f13.(2F*<5/2>).6s.6p.(3P*<0>)"	"(5/2,0)"	"5/2"	6	" 25656.019"	
