Configuration	Term	J	g	Level (cm-1)
"3s2.3p"	"2P*"	"1/2"	2	" 0"	
"3s2.3p"	"2P*"	"3/2"	4	"[111140]"	
"3s.3p2"	"2D"	"3/2"	4	"[614900]"	
"3s.3p2"	"2D"	"5/2"	6	"[654160]"	
"3s.3p2"	"2S"	"1/2"	2	"[692660]"	
"3s.3p2"	"2P"	"1/2"	2	"[803460]"	
"3s.3p2"	"2P"	"3/2"	4	"[812510]"	
"3s2.3d"	"2D"	"3/2"	4	"[887290]"	
"3s2.3d"	"2D"	"5/2"	6	"[901780]"	
"Rb XXVI (3s2 1S<0>)"	"Limit"	"---"		"[9073000]"	
