Configuration	Term	J	g	Level (cm-1)
"4p6.4d2"	"3F"	"2"	5	" 0.00"	
"4p6.4d2"	"3F"	"3"	7	" 1577.17"	
"4p6.4d2"	"3F"	"4"	9	" 3357.08"	
"4p6.4d2"	"1D"	"2"	5	" 10190.11"	
"4p6.4d2"	"3P"	"0"	1	" 11161.31"	
"4p6.4d2"	"3P"	"1"	3	" 11806.93"	
"4p6.4d2"	"3P"	"2"	5	" 13408.30"	
"4p6.4d2"	"1G"	"4"	9	" 16353.36"	
"4p6.4d2"	"1S"	"0"	1	" 37737.83"	
"4p6.4d.5s"	"3D"	"1"	3	" 92380.54"	
"4p6.4d.5s"	"3D"	"2"	5	" 93111.40"	
"4p6.4d.5s"	"3D"	"3"	7	" 94835.44"	
"4p6.4d.5s"	"1D"	"2"	5	" 99380.40"	
"4p6.4d.5p"	"1D*"	"2"	5	" 146976.75"	
"4p6.4d.5p"	"3D*"	"1"	3	" 148948.66"	
"4p6.4d.5p"	"3D*"	"2"	5	" 150345.79"	
"4p6.4d.5p"	"3F*"	"3"	7	" 151195.14"	
"4p6.4d.5p"	"3F*"	"2"	5	" 151213.20"	
"4p6.4d.5p"	"3D*"	"3"	7	" 153039.67"	
"4p6.4d.5p"	"3F*"	"4"	9	" 155032.33"	
"4p6.4d.5p"	"3P*"	"1"	3	" 156616.49"	
"4p6.4d.5p"	"3P*"	"0"	1	" 157059.18"	
"4p6.4d.5p"	"3P*"	"2"	5	" 157851.46"	
"4p6.4d.5p"	"1F*"	"3"	7	" 159856.69"	
"4p6.4d.5p"	"1P*"	"1"	3	" 162257.12"	
"4p6.5s2"	"1S"	"0"	1	" 199050.87"	
"4p6.4d.5d"	"1F"	"3"	7	" 232561.12"	
"4p6.4d.5d"	"3D"	"1"	3	" 233190.31"	
"4p6.4d.5d"	"3D"	"2"	5	" 234252.45"	
"4p6.4d.5d"	"3G"	"3"	7	" 234490.48"	
"4p6.4d.5d"	"3G"	"4"	9	" 235496.01"	
"4p6.4d.5d"	"3D"	"3"	7	" 235634.96"	
"4p6.4d.5d"	"1P"	"1"	3	" 236002.02"	
"4p6.4d.5d"	"3G"	"5"	11	" 237204.53"	
"4p6.4d.4f"	"1G*"	"4"	9	" 237482.33"	
"4p6.4d.5d"	"3F"	"2"	5	" 237759.53"	
"4p6.4d.5d"	"3F"	"3"	7	" 239068.95"	
"4p6.4d.5d"	"3S"	"1"	3	" 239188.82"	
"4p6.4d.4f"	"3F*"	"2"	5	" 239392.83"	
"4p6.4d.4f"	"3H*"	"4"	9	" 239949.69"	
"4p6.4d.4f"	"3F*"	"3"	7	" 240004.70"	
"4p6.4d.5d"	"3F"	"4"	9	" 240109.61"	
"4p6.4d.4f"	"3H*"	"5"	11	" 240725.04"	
"4p6.4d.4f"	"3F*"	"4"	9	" 240878.05"	
"4p6.4d.4f"	"1D*"	"2"	5	" 241752.33"	
"4p6.4d.5d"	"1D"	"2"	5	" 241964.75"	
"4p6.4d.4f"	"3H*"	"6"	13	" 241972.61"	
"4p6.4d.5d"	"3P"	"0"	1	" 242161.93"	
"4p6.4d.5d"	"3P"	"1"	3	" 242971.44"	
"4p6.4d.4f"	"3G*"	"3"	7	" 243408.59"	
"4p6.4d.5d"	"3P"	"2"	5	" 243954.32"	
"4p6.4d.5d"	"1G"	"4"	9	" 244170.15"	
"4p6.4d.4f"	"3G*"	"4"	9	" 244626.80"	
"4p6.4d.4f"	"3G*"	"5"	11	" 245600.22"	
"4p6.5s.5p"	"3P*"	"0"	1	" 246619.40"	
