Configuration	Term	J	g	Level (cm-1)
"5d7"	"4F"	"9/2"	10	" 0.00"	
"5d7"	"2P"	"3/2"	4	" 9214.92"	
"5d7"	"4F"	"7/2"	8	" 9567.18"	
"5d7"	"4F"	"5/2"	6	" 10452.87"	
"5d7"	"4F"	"3/2"	4	" 15539.29"	
"5d7"	"4P"	"5/2"	6	" 16169.35"	
"5d7"	"2G"	"9/2"	10	" 18361.43"	
"5d7"	"4P"	"1/2"	2	" 19624.95"	
"5d7"	"2H"	"11/2"	12	" 24437.46"	
"5d7"	"2G"	"7/2"	8	" 24800.74"	
"5d7"	"4P"	"3/2"	4	" 27870.20"	
"5d7"	"2D2"	"5/2"	6	" 28755.29"	
"5d7"	"2F"	"5/2"	6	" 32168.62"	
"5d7"	"2P"	"1/2"	2	" 32952.87"	
"5d7"	"2H"	"9/2"	10	" 34556.09"	
"5d7"	"2F"	"7/2"	8	" 39002.13"	
"5d7"	"2D2"	"3/2"	4	" 39096.28"	
"5d6.(5D).6s"	"6D"	"9/2"	10	" 45091.69"	
"5d6.(5D).6s"	"6D"	"7/2"	8	" 50953.00"	
"5d6.(5D).6s"	"6D"	"5/2"	6	" 52223.37"	
"5d7"	"2D1"	"3/2"	4	" 54407.02"	
"5d6.(5D).6s"	"6D"	"3/2"	4	" 54811.51"	
"5d6.(5D).6s"	"6D"	"1/2"	2	" 56071.44"	
"5d7"	"2D1"	"5/2"	6	" 56588.63"	
"5d6.(5D).6s"	"4D"	"7/2"	8	" 60955.41"	
"5d6.6s"	"65172"	"9/2"	10	" 65172.43"	
"5d6.(5D).6s"	"4D"	"5/2"	6	" 65176.69"	
"5d6.(5D).6s"	"4D"	"3/2"	4	" 67233.76"	
"5d6.(3H).6s"	"4H"	"7/2"	8	" 68196.37"	
"5d6.(3H).6s"	"4H"	"11/2"	12	" 68462.66"	
"5d6.(3H).6s"	"4H"	"13/2"	14	" 69223.49"	
"5d6.(5D).6s"	"4D"	"1/2"	2	" 70622.67"	
"5d6.6s"	"72279"	"5/2"	6	" 72279.10"	
"5d6.(3H).6s"	"4H"	"9/2"	10	" 73763.04"	
